,content,sentiment_score,情感极性,情感极端性,外形设计,流量营销,混动车型,自研技术,市场环境,品牌形象
722,不看看多少钱买的,0.029577218,0,1,1,0,0,0,0,0
723,不考虑，怕他起火！,0.5,1,0,1,0,0,0,0,0
724,不考虑了，看看大副降价的特斯拉,0.177878505,0,0,0,0,1,0,0,0
725,不可否认比亚迪三电系统全国最硬,0.118698659,0,0,1,0,0,0,0,0
726,不可能的。谁这么大胆去黑宇宙第一神车,0.797617425,1,0,1,0,0,0,0,0
727,不可能买,0.508696586,1,0,1,0,0,0,0,0
728,不垃圾，但真他妈的贵，比油车贵5万,0.069851682,0,1,0,0,1,0,0,0
729,不买,0.339146522,0,0,1,0,0,0,0,0
730,不买,0.339146522,0,0,1,0,0,0,0,0
731,不买,0.339146522,0,0,1,0,0,0,0,0
732,不买,0.339146522,0,0,1,0,0,0,0,0
733,不买，说实话档次确实低了,0.629577218,1,0,1,0,0,0,0,0
734,不买，我是打工的，byd底层员工就是我们的明天,0.503782146,1,0,1,0,0,0,0,0
735,不买，我喜欢横平竖直的设计，他的外观内饰的线条设计，永远跟我的审美不符，即使大部分看着很顺眼，但是总有一两个细节接受不了，所以我不买，不过人家也不差我一个。,0.862038576,1,0,1,0,0,0,0,0
736,不买，再见,0.51958052,1,0,1,0,0,0,0,0
737,不买，真的low,0.339146522,0,0,1,0,0,0,0,0
738,不买比亚迪！首先这名字就难听！,0.33372865,0,0,0,0,1,0,0,0
739,不买比亚迪也没错 买也没错 根据个人喜好和经济能力 还有心里建设承受力,0.776480727,1,0,0,0,0,0,0,1
740,不买电动,0.42442601,0,0,0,0,0,0,1,0
741,不买就不买！随便他们气！,0.016556181,0,1,1,0,0,0,0,0
742,不买就不要说了。,0.024202427,0,1,1,0,0,0,0,0
743,不买就是因为内饰设计和车机ui，其他真没别的,0.024202427,0,1,1,0,0,0,0,0
744,不明白为什么suv不用2.0T,0.578312128,1,0,1,0,0,0,0,0
745,不能买,0.508696586,1,0,1,0,0,0,0,0
746,不能这样比喻的，乱说的观点,0.206574845,0,0,0,1,0,0,0,0
747,不评论，你是西安人,0.126401816,0,0,0,1,0,0,0,0
748,不穷不傻谁买比亚迪啊,0.449177231,0,0,1,0,0,0,0,0
749,不去说个相声吗？,0.023174265,0,1,1,0,0,0,0,0
750,不然会影响我提车时间,0.420558754,0,0,0,1,0,0,0,0
751,不然会影响我提车时间,0.420558754,0,0,0,1,0,0,0,0
752,不然会影响我提车时间,0.420558754,0,0,0,1,0,0,0,0
753,不是，所有的插电都是垃圾，别买,0.032704464,0,1,0,0,1,0,0,0
754,不是……比亚迪基本和新势力没有交集啊，吃的都是新势力不要的低端市场吧……,0.941148013,1,1,0,0,0,1,0,0
755,不是比亚迪的问题。是整个电瓶车不要买。珍爱生命。,0.921241816,1,1,0,0,0,1,0,0
756,不是贬低新势力造车，问题是他们用心造车了吗？,0.615646663,1,0,0,0,0,1,0,0
757,不是不好，主要国内国外价格不一样,0.317667243,0,0,0,0,1,0,0,0
758,不是不买比亚迪，只是因为确实不洋气,0.149177231,0,0,1,0,0,0,0,0
759,不是不喜欢新势力造车，是新势力过分的吹捧自己,0.018462714,0,1,0,0,0,1,0,0
760,不是打压其他新势力 是有些新势力没有啥技术储备，说他们是车企 不如说是个组装厂，比亚迪有技术 是新势力不能比的了得,0.058479653,0,1,0,0,0,1,0,0
761,不是打压新势力，小鹏和蔚来怎么没人说它不好,0.027570646,0,1,0,0,0,1,0,0
762,不是电吸，不是空气悬挂,0.18953783,0,0,1,0,0,0,0,0
763,不是动了蛋糕，是着火命都没了，开了比亚迪之后心就没有踏实过。,0.862038576,1,0,1,0,0,0,0,0
764,不是还有未来呢,0.9,1,1,1,0,0,0,0,0
765,不是垃圾，但是真的不怎么样,0.072387119,0,1,0,0,1,0,0,0
766,不是垃圾，是超级强！就是太贵，电子产品维修太贵,0.029002055,0,1,0,0,1,0,0,0
767,不是垃圾那是啥,0.126984127,0,0,0,0,1,0,0,0
768,不是品牌问题更不是logo土 是国人心病重。 生活是养自己的心，不是养别人的眼,0.998495556,1,1,0,0,0,0,0,1
769,不是说缺点么,0.909620529,1,1,0,0,0,0,0,1
770,不是说新品牌不行但是老牌和新势力老牌肯定更有经验，就像我说比亚迪比奔驰好你肯定不会相信，还不是因为奔驰造车时间更长,0.974567001,1,1,0,0,0,1,0,0
771,不是所有的老牌车企都是比亚迪，像北汽、华晨就差很多。,0.313385808,0,0,0,0,0,0,1,0
772,不是所有人都需要强劲的发动机，变速箱和扎实的底盘，但是，却是所有人都需要行驶的安全和行驶的舒适和安逸。这才是我喜欢的比亚迪。,0.995090512,1,1,0,0,0,0,0,1
773,不是伪爱国者天天吵着，我还不看比亚迪一眼,0.575632725,1,0,1,0,0,0,0,0
774,不是一般的强啊,0.676122931,1,0,1,0,0,0,0,0
775,不是因为你说比亚迪什么，因为我是车主，你这话有点觉得不妥，现有车主审美有问题？是吗？对比亚迪也善良一点，新势力卖多少钱？,0.980268,1,1,0,0,0,1,0,0
776,不是真皮，真的不是真皮,0.565764484,1,0,1,0,0,0,0,0
777,不太对，国家能补贴新势力一个工厂吗，能补贴几个生产线吗，能补贴成熟的试车场和试车规则吗，等等这些不是说靠补贴搞出来的，新势力很多出发点就是硬件整合，弄点代码就开始攒，手机电脑这么干都搞不好的,2.75E-07,0,1,1,0,0,0,0,0
778,不太理解你这个比喻和配乐，这么阴森做撒？你这个例子让我想到那些人说没拿华为手机上街就被人说他不爱国一样。现在买新势力车的车主开在路上都会被人说他们没买比亚迪就是傻？不会吧？,0.006359485,0,1,0,0,0,1,0,0
779,不谈产品只谈爱国的最终都会走向灭亡，滑伪就是很好的例子,0.995572762,1,1,0,0,1,0,0,0
780,不喜欢 电瓶车 不要说这是新能源 其实一点也不环保,0.922495615,1,1,0,0,0,1,0,0
781,不喜欢的就别买,0.684490447,1,0,1,0,0,0,0,0
782,不喜欢可以不买，但别喷。如果要流量别这么蹭，请有点底线，就这在吓喷,0.003034591,0,1,0,1,0,0,0,0
783,不喜欢它的内饰，所以没买。,0.149177231,0,0,1,0,0,0,0,0
784,不喜欢隐藏把手，还是传统的好,0.777949077,1,0,1,0,0,0,0,0
785,不行啊！比亚迪F3十年前就日产700辆！,0.899624037,1,0,1,0,0,0,0,0
786,不要以偏概全哈 大部分人还是客观的 只要是自己的孩子 当然希望他发展的好,0.925251087,1,1,0,0,0,0,0,1
787,不应该打压外资品牌吗干啥打压自家品牌,0.618827374,1,0,0,0,0,0,0,1
788,不用看，能发出来的就不会是负面，都是圈钱洗脑的，告诉你们，汽车工业没有弯道超车可言,0.070421108,0,1,0,0,1,0,0,0
789,不知不觉国产车都卖20多w了，真害怕有一天合资车没落，国产车都买不起了,0.010131643,0,1,0,0,0,0,0,1
790,不知道。不乱评论。但电车套路真的太多了,0.642992129,1,0,0,1,0,0,0,0
791,不知道你说的是哪个网友，但是他确实说的对。,0.629577218,1,0,1,0,0,0,0,0
792,不知道你心中的好是怎样的好法？,0.777949077,1,0,1,0,0,0,0,0
793,不知道以前谁在误导大家消费，用了才知道现在国产的质量更好，油耗更低更耐用，特别是混动的车子。外国的月亮不一定比中国的圆呢。,0.086988448,0,1,0,1,0,0,0,0
794,不知道有没有发现华为跟比亚迪都有同样黑粉,0.629577218,1,0,1,0,0,0,0,0
795,不止比亚迪所有新能源都是垃圾！,0.023546516,0,1,0,0,1,0,0,0
796,不重要 萝卜青菜各有所爱 你喜不喜欢不重要 重要的是掏钱的人喜不喜欢 就好像找对象 没有最好 适合的就是最好的 结婚还有离得 他开不惯自己就卖了,0.797617425,1,0,1,0,0,0,0,0
797,不专业，不懂，就别瞎咧咧，本来比亚迪的车还可以，被你一顿瞎扯，感觉完全是被注资来灌水的,0.629577218,1,0,1,0,0,0,0,0
798,部分激动的比亚迪粉，主要是被特斯拉狂热粉之类的给激的。,0.924699498,1,1,1,0,0,0,0,0
799,猜的没错23款秦上市了，就开始果然自燃了,0.882414707,1,0,1,0,0,0,0,0
800,才订了比亚迪汉 要等六个月,0.339146522,0,0,1,0,0,0,0,0
801,才跑了个长途，爽歪歪,0.592710863,1,0,1,0,0,0,0,0
802,才提车，我觉得让人感觉很拉胯的点是玻璃升降的时候门居然会回弹一下……内饰塑料感太严重。关门也没用什么助力，要硬甩才关的严上个电吸门的话这车会更完美。如果音响能学学奔驰加点亮板灯条会更增豪华感。中控的话考虑下腿部空间，我右腿膝盖总是顶到中控边不舒服。无线充电能来个快充最好，前排加一个usb口，中控储物空间里面有个壳很容易磕碰导致打开。卡扣不紧。 方向盘如果能小个半圈就更完美了，其他这车各方面都没啥毛病挑的静谧性一流，动力给油就到。空间绝对到位，车机流畅。,0.797617425,1,0,1,0,0,0,0,0
803,才造车几年，还是相信百年车企,0.573680531,1,0,1,0,0,0,0,0
804,参照中国造食品就不能买国产汽车,0.684686115,1,0,1,0,0,0,0,0
805,插电混动的吗,0.184011739,0,0,0,0,1,0,0,0
806,插电式混动你买我强力推荐反正我不会买,0.173632759,0,0,0,0,1,0,0,0
807,插混只用电不用油 百公里0升,0.016556181,0,1,1,0,0,0,0,0
808,拆开看看防撞梁。你就知道什么叫豪横了。估计大锤都抡不动,0.777949077,1,0,1,0,0,0,0,0
809,产品好是其一，企业家体现的社会责任更为这个品牌锦上添花,0.996913736,1,1,0,0,0,0,0,1
810,超级混动，这个电池有概率自然，感觉安全性还有待提高,0.323359869,0,0,0,0,1,0,0,0
811,车标 贴上去,0.629577218,1,0,1,0,0,0,0,0
812,车玻璃硬度差了点,0.449177231,0,0,1,0,0,0,0,0
813,车不错，可是我喜欢EV,0.767780727,1,0,1,0,0,0,0,0
814,车不多说 但是4S店的售后是真无语,0.019296742,0,1,0,0,0,1,0,0
815,车对老百姓就一代步的 个人觉得,0.996969541,1,1,0,0,0,0,0,1
816,车干不过了就开始搞其他,0.18953783,0,0,1,0,0,0,0,0
817,车好不好，销售来证明,0.371090658,0,0,0,1,0,0,0,0
818,车很好，就是这种营销让人头大，我之前说了比亚迪的缺点，然后粉丝就骂我娘了，让我怎么敢加入比亚迪的大军？,0.10293694,0,0,0,0,1,0,0,0
819,车门不重，胶条是用到位了,0.61954196,1,0,0,1,0,0,0,0
820,车门内侧的不规则波浪太丑,0.393757788,0,0,0,0,1,0,0,0
821,车门双层胶条和植绒那个和我十年前的标致308一样，我还以那是十万块钱以上车的标配呢，看来是我肤浅了,0.330347682,0,0,0,1,0,0,0,0
822,车门我的比亚迪宋都是这种厚重的。高级感满满,0.898875721,1,0,0,0,1,0,0,0
823,车门一体式好，日系不是一体式不好，这个评论十几年前就一直有了，然后特斯拉现在车身一体式就是不好，因为维修贵,0.068825281,0,1,0,0,1,0,0,0
824,车门重不好关被你说成优点了,0.030302214,0,1,0,0,1,0,0,0
825,车内开门把手太搞笑，你不说，一般人找不到开门把手,0.004420082,0,1,1,0,0,0,0,0
826,车内门把手比较另类,0.890899361,1,0,1,0,0,0,0,0
827,车企之间相互摸黑相互喷！这是非常正常的！你这就有点拉偏架了！不敢苟同,0.230679898,0,0,0,0,0,0,1,0
828,车身比例协调,0.032812365,0,1,1,0,0,0,0,0
829,车是不错，但这几年byd有点晒脸了，不降价，排队等车怪谁？,0.343977109,0,0,0,0,1,0,0,0
830,车头好丑，个人感觉！,0.890899361,1,0,1,0,0,0,0,0
831,车头太丑,0.449177231,0,0,1,0,0,0,0,0
832,车头太难看了,0.339146522,0,0,1,0,0,0,0,0
833,车无完车 人无完人,0.149177231,0,0,1,0,0,0,0,0
834,车销量确实不错 就是因为现在热度炒的太火 再加上内饰我个人真的有点欣赏不来 最终买了别的品牌 但是真的很烦一些车主只要别人不买这个牌子就觉得别人没选对,0.466950694,0,0,0,0,0,0,1,0
835,车型太多，个人感觉多不如精。把几款主打的车型做得更好才是出路,0.936035538,1,1,0,0,0,0,0,1
836,车躁是真的大，坐在后排轰的脑子疼,0.629577218,1,0,1,0,0,0,0,0
837,车怎么不好了，你买了么？就在这瞎说,0.116672021,0,0,1,0,0,0,0,0
838,车展看了下，除了汉和唐，其他都不行。。,0.882414707,1,0,1,0,0,0,0,0
839,车主：比亚迪汉dmi感觉开起来还不错现在。,0.899624037,1,0,1,0,0,0,0,0
840,车主最有发言权，真的，特别是1516之前的车主。问问他的车出了多少问题？现在的汉什么的还有方向盘偏的？多少老秦dm也是这毛病？14款秦dm问什么出了质保变速箱就崩了？,0.980268,1,1,0,0,0,1,0,0
841,车子确实可以,0.154121951,0,0,0,0,0,0,1,0
842,扯淡呢 特斯拉声音是航空旅材质外加无框玻璃导致的 单纯这个部分到底哪个高端有脑子都懂,0.020847583,0,1,0,0,0,0,0,1
843,称霸世界，指日可待,0.899624037,1,0,1,0,0,0,0,0
844,成很好车机不太好,0.019936832,0,1,1,0,0,0,0,0
845,承认比亚迪在某些方面确实做的好，也不能保证没有别的问题。新势力在某些方面确实有差距，但是用户愿意买单也说明他在某些方面做的好。没有完美的产品，自己觉得好就行，有自己的主见和想法很重要。,0.556291293,1,0,0,0,0,0,1,0
846,吃不着葡萄就说葡萄酸。,0.862038576,1,0,1,0,0,0,0,0
847,嗤,0.2,0,0,1,0,0,0,0,0
848,耻,0.5,1,0,1,0,0,0,0,0
849,冲压成型车体，出了问题别修了，直接报废去吧，切梁修他不贵吗,0.001399728,0,1,0,0,0,1,0,0
850,冲着它给灾区捐钱,0.899624037,1,0,1,0,0,0,0,0
851,充满电 不开能放几天,0.019936832,0,1,1,0,0,0,0,0
852,充满了,0.890899361,1,0,1,0,0,0,0,0
853,充值的厉害了,0.335834042,0,0,0,1,0,0,0,0
854,充值屌，现在10W都是全框车门,0.190597592,0,0,0,0,1,0,0,0
855,充值了吧,0.5,1,0,0,1,0,0,0,0
856,充值了吧,0.5,1,0,0,1,0,0,0,0
857,充值想，你不收钱天理难容,0.0707009,0,1,0,1,0,0,0,0
858,崇洋,0.833333333,1,0,1,0,0,0,0,0
859,崇洋媚外的坏人太多总是诋毁国产车,0.618827374,1,0,0,0,0,0,0,1
860,丑,0.339146522,0,0,1,0,0,0,0,0
861,丑啊,0.339146522,0,0,1,0,0,0,0,0
862,出口标准和国标一样吗？,0.149177231,0,0,1,0,0,0,0,0
863,出口的跟给国内使用的，你觉得品质是一样的嘛？,0.906218228,1,1,0,0,1,0,0,0
864,出口的跟内销的一样么,0.553154924,1,0,1,0,0,0,0,0
865,出口的和内销的不一样,0.553154924,1,0,1,0,0,0,0,0
866,出口和国内的质检不一样,0.062156131,0,1,1,0,0,0,0,0
867,出晚了，已经买了唐,0.882414707,1,0,1,0,0,0,0,0
868,出现问题，及时给用户解决问题，不要敷衍就好,0.313385808,0,0,0,0,0,0,1,0
869,出租车电车,0.921000521,1,1,0,0,0,1,0,0
870,出租车都能用比亚迪你说耐造不,0.506653841,1,0,0,0,0,1,0,0
871,出租车为什么用比亚迪，就说明比亚迪经济实惠，耐用，反正我喜欢比亚迪,0.987622869,1,1,0,0,0,1,0,0
872,出租车又怎么样，桑塔纳照样卖得很好,0.045861391,0,1,0,0,0,1,0,0
873,除非它换个高端点的名字不然这byd三个字母劝退我，在我们这，byd三个字是骂人的,9.41E-05,0,1,0,0,1,0,0,0
874,除了比亚迪不考虑任何品牌,0.71781023,1,0,0,0,0,0,0,1
875,除了个r8你是真的较真，然后没然后了全是和稀泥了，问题你的人设好不容易立起来又让你给霍没。,0.04637078,0,1,0,0,0,1,0,0
876,除了特斯拉国内的你们随便买，我什么都不会说。那你要买特斯拉咱们就要来唠一唠了,0.336458914,0,0,1,0,0,0,0,0
877,除了中间表演那一段其他都分析挺好，就是那一段表演充满了讽刺和不屑，有点过了！,0.699985187,1,0,0,0,0,0,1,0
878,吹 内饰饰板拆下来基本都是废的 一次性的,0.449177231,0,0,1,0,0,0,0,0
879,吹不到华为吹比亚迪,0.162156131,0,0,1,0,0,0,0,0
880,吹出新高度,0.449177231,0,0,1,0,0,0,0,0
881,吹特斯拉的也就算了，吹日系的你要不亮出来个bz4x的车钥匙我都看不起你,0.162156131,0,0,1,0,0,0,0,0
882,吹特斯拉就是正常吹自己国家的就要理性吗？,0.775989351,1,0,0,0,0,0,1,0
883,纯电动车确实更适合欧洲，因为那边的人生活方式相对较慢，所以说更有时间去好好生活，我他妈早上上班都不敢开车，还没骑电动车快,0.605895896,1,0,0,0,0,0,1,0
884,纯电还凑合 混动买丰田,0.281462164,0,0,0,0,1,0,0,0
885,纯电和燃油你可以说垃圾 dmi不行,0.170461865,0,0,0,0,1,0,0,0
886,纯电续航如果有200就差不多了,0.707795269,1,0,1,0,0,0,0,0
887,纯电又高于 艾安,0.899624037,1,0,1,0,0,0,0,0
888,纯属个人观点哈，我觉得比亚迪的车不高级，包括比亚迪汗，那个内饰质感不像个30万的车！,0.023174265,0,1,1,0,0,0,0,0
889,纯油车才考虑,0.689852263,1,0,0,0,0,1,0,0
890,纯油你能跑出3*8的油耗？,0.483083936,0,0,0,1,0,0,0,0
891,此话有理完全赞同,0.629577218,1,0,1,0,0,0,0,0
892,此生无悔入华夏，家住加利福尼亚,0.630495336,1,0,1,0,0,0,0,0
893,从产品本身出发，在byd面前，一个能打的都没有。,0.90807037,1,1,0,0,1,0,0,0
894,从你说话的那一刻起我就听出来了满满的偏见！你不用否认，其他新势力如果真的好会有很多人买，但是你要记住一点良心真的是可以感受到的，比如理想蔚来小鹏，我不是偏见而是真的不感冒！,0.98451221,1,1,0,0,0,1,0,0
895,从一开始的看不上，到现在已经高攀不起了,0.523471178,1,0,1,0,0,0,0,0
896,存钱买比亚迪,0.024202427,0,1,1,0,0,0,0,0
897,错了，是所有产品都是垃圾，我都不会买，除非超超超便宜,0.346989346,0,0,0,0,1,0,0,0
898,打死不改名的BYD,0.122638125,0,0,1,0,0,0,0,0
899,打死不买BYD BYD就是垃圾,0.023433717,0,1,0,0,1,0,0,0
900,打死也不买,0.032812365,0,1,1,0,0,0,0,0
901,打压？是你吗,0.449177231,0,0,1,0,0,0,0,0
902,打压合资有错吗？ 自主品牌全支持,0.68514186,1,0,0,0,0,0,0,1
903,打压理想，才能做出最好产品，服务更好，用户享受更好,0.865985604,1,0,0,0,1,0,0,0
904,大部分老百姓还是没钱买你说的那几家车子的，比亚迪起码三电是自己的不会被卡脖子,0.49910339,0,0,0,0,0,0,1,0
905,大度点，每个人对一件事的理解可能不一样，赞同你观点的就共勉，不赞同你观点的说取关你的说句谢谢就好了，说人家理解力不正常，有点骂人不带脏字。,0.004572069,0,1,0,1,0,0,0,0
906,大哥评车人我问3.9秒三十多万比亚迪能做到请问一百多万的日糸德糸美糸韩糸纯电油混能找吗请问回答我全网全世界请问,0.000189234,0,1,1,0,0,0,0,0
907,大家不要买比亚迪 定的也退了 好让我提车快点,0.629577218,1,0,1,0,0,0,0,0
908,大家都心知肚明，不能说也说不得,0.679974302,1,0,1,0,0,0,0,0
909,大家都在搜：王飞,0.882414707,1,0,1,0,0,0,0,0
910,大家更喜欢的是比亚迪这家企业的调性，踏踏实实做事，没有那些过于营销的东西，你说他吃到了政策红利，十几年前比亚迪就开始研究电车，这么长时间的坚持，换来现在的收获不应该吗？这些新势力哪个有这份勇气和恒心？,0.999172094,1,1,0,0,0,1,0,0
911,大家好大家好大,0.661032142,1,0,1,0,0,0,0,0
912,大家说比亚迪好，你偏说他不好，也不知道是谁杠精，谁骗流量,0.003926786,0,1,0,1,0,0,0,0
913,大家喜欢比亚迪是他作为中国企业在发挥的正能量和技术创新，所以大家会对他发自内心的认同；你讲的新势力明眼人都知道就是资本造车，目的就是赚钱，在他们看来什么社会责任感、民族使命感全是放屁，这才是问题的关键,0.999983122,1,1,0,0,0,1,0,0
914,大家喜欢比亚迪是他作为中国企业在发挥的正能量和技术创新，所以大家会对他发自内心的认同；你讲的新势力明眼人都知道就是资本造车，目的就是赚钱，在他们看来什么社会责任感、民族使命感全是放屁，这才是问题的关键,0.999983122,1,1,0,0,0,1,0,0
915,大实话,0.2,0,0,1,0,0,0,0,0
916,大实话,0.2,0,0,1,0,0,0,0,0
917,大头菜,0.024202427,0,1,1,0,0,0,0,0
918,大兄弟，可以建议比亚迪唐把二三排放倒成为一个平整没有角度的空间吗？,0.449177231,0,0,1,0,0,0,0,0
919,大眼睛说比亚迪全世界最好的车,0.062156131,0,1,1,0,0,0,0,0
920,大招，能量进发,0.18953783,0,0,1,0,0,0,0,0
921,大众不也是出租车？,0.997876895,1,1,0,0,0,1,0,0
922,大众都有,0.89518123,1,0,0,0,0,0,0,1
923,大众对比日系车拍多了吗 什么年代了 还在听关门声,0.43683181,0,0,0,1,0,0,0,0
924,代步的话，出租车是啥牌我们买啥牌就对了人家都是拿实践总结出来的,0.941148013,1,1,0,0,0,1,0,0
925,带节奏，好不好消费者说了算，你买了吗,0.221000582,0,0,0,0,0,0,1,0
926,带节奏的高手,0.605895896,1,0,0,0,0,0,1,0
927,单纯从技术，目前新能源最强就是比亚迪。,0.922495615,1,1,0,0,0,1,0,0
928,单纯从家国情怀的我们也是选比亚迪。,0.862038576,1,0,1,0,0,0,0,0
929,单说这个车，我两万公里秦。市区真的省油，高速确实油耗高一点，但也就5个左右。这个车的小问题也多。总体还是不错的。,0.956418302,1,1,0,1,0,0,0,0
930,但是就省油很多,0.5,1,0,1,0,0,0,0,0
931,"但是人家蔡老板都说了现在的新势力造车成本大部分都打广告宣传了，品控不行，还有理想的“定金交付，服务结束""你怎么不说。",0.043823247,0,1,0,0,0,1,0,0
932,但是蔚小理的混动真的不行，实话,0.05591962,0,1,0,0,1,0,0,0
933,但是新品牌对消费者不善良啊,0.919609404,1,1,0,0,0,0,0,1
934,但是也关注其他新势力 都在进步 理性讨论 都有优缺点,0.998438164,1,1,0,0,0,1,0,0
935,但这车续航好像不怎么样,0.556617614,1,0,1,0,0,0,0,0
936,当部队有任何一种主战用电动的时候我绝对砸了我的车换电动。。领先民用30年的科技都不用电动，我凭啥要用电动,0.605895896,1,0,0,0,0,0,1,0
937,当初比亚迪刚发展时，没听你们这些人说特斯拉不对。现在比亚迪起来了，你们开始找问题说他不对了。你可别忘了，当年马斯克是怎么嘲笑比亚迪的。如果王传福嘲笑特斯拉，早被你们喷出翔了吧。我只站理，做人别太双标,0.863352921,1,0,0,0,0,0,0,1
938,当初确实考虑买琴比亚迪秦混动，但是屏幕只有巴掌大，确实接受不了,0.36260329,0,0,0,0,1,0,0,0
939,当初特想买雅阁 就是关门声太单薄，买了别的品牌。,0.04403979,0,1,0,0,0,0,0,1
940,当初也有人这么说华为,0.149177231,0,0,1,0,0,0,0,0
941,当你更好的时候，你会遇到越来越好的人。你不是在黑比亚迪？,0.780277602,1,0,1,0,0,0,0,0
942,当年比亚迪被骂的时候有多惨，销量也不行，但是别人就是一直忍，一直坚持投入研发，今天终于爆发了,0.067041865,0,1,0,1,0,0,0,0
943,当年吹中兴，然后崩了，后来吹华为，也崩了。王传福得小心呐,0.162156131,0,0,1,0,0,0,0,0
944,当年理想也是这个口径,0.684686115,1,0,1,0,0,0,0,0
945,当年我选理想的时候，我朋友一直说买比亚迪的技术多么牛逼 电池多么好 去看了以后 技术确实好，就是产品定位和审美完全打动不了我，我就给他说了一句，比亚迪就是山寨一个理想出来，用他那套技术，别说便宜了，贵三五万我都选比亚迪,0.986671456,1,1,0,0,0,1,0,0
946,当年智能手机刚刚开始的时候，什么乱七八糟牌子都有，最后剩下的只有几个老品牌。新势力造车？会造车吗？有核心技术吗？连厂都没有吧,0.671767849,1,0,0,0,0,1,0,0
947,当时车是多重，油耗1.6升，现在车有多重2吨3.8升,0.486925012,0,0,0,1,0,0,0,0
948,当时的百公里是跑100公里，先用电跑电跑完了再用油跑，剩余里程消耗了1.6升燃油,0.983351148,1,1,0,0,0,1,0,0
949,当时家里人让推荐一台空间大的SUV，省油，配置高，隔音又不能太差，预算20以内，我想了很久只有宋DMI了，所以并不是造车新势力不行，而是比亚迪造的车比较符合大部分人的需要,0.301091479,0,0,0,0,0,1,0,0
950,当时买车 没买比亚迪 就是因为BYD 像骂人 虽然很肤浅,0.025206875,0,1,0,1,0,0,0,0
951,当时买的小鹏P7有人说我脑子有问题去相信新势力品牌 用了一年多 我没后悔 质量倍棒 充电还免费 说实话 底盘驾控一点不输5系E级 甚至有过之无不及 谁用谁知道,0.082866989,0,1,0,0,0,0,0,1
952,当下社会好东西都是磨练出来的，新势力在如今社会不被很多认可也正常，人多嘴杂。,0.940107922,1,1,0,0,0,1,0,0
953,当油车开费油，当电车开没续航。,0.929753566,1,1,0,0,0,1,0,0
954,当造车和造手机一样简单，就发现，一定有后起之秀，这些晚辈有玩审美的，有玩供应链的，但是有一种公司，就是愿意从一颗螺丝做起的，它就该成功啊,0.594623458,1,0,0,0,0,1,0,0
955,刀片电池毋庸置疑，底盘就不用说了,0.845298739,1,0,0,0,1,0,0,0
956,刀骗电池，天天燃烧,0.378740722,0,0,0,0,1,0,0,0
957,刀骗电池世界第一,0.908929187,1,1,0,0,1,0,0,0
958,到缅甸差不多60万,0.019936832,0,1,1,0,0,0,0,0
959,到时候是换电池还是换车？,0.253865293,0,0,0,0,1,0,0,0
960,德，，德爷？,0.149177231,0,0,1,0,0,0,0,0
961,德哥,0.5,1,0,1,0,0,0,0,0
962,德国的出租车，大部分是奔驰和宝马。,0.888067162,1,0,0,0,0,1,0,0
963,德国的好多出租车是奔驰呢,0.916241515,1,1,0,0,0,1,0,0
964,德国人工人工资一月3万到5万，按照这个价格德系所以卖的贵！美系也是！他们把资本家的花销强加在中国消费者！中国车企工资不到1w之所以便宜是回馈给国人自己多多支持国产！所以任何人请不要抹黑国产车！国产做得真的很好！对那些认为外国车好的人可以去医院做个脑CT，比亚迪告诉你车船税交的值！,0.89227095,1,0,0,0,0,0,0,1
965,德爷来试车了,0.149177231,0,0,1,0,0,0,0,0
966,地盘不行,0.024202427,0,1,1,0,0,0,0,0
967,的确不能买啊，油都过期了,0.062156131,0,1,1,0,0,0,0,0
968,等车半年，前两天通知我说提不到车，就按涨价后价格卖我，垃圾比亚迪,0.000531447,0,1,0,0,1,0,0,0
969,等待它我愿意,0.149177231,0,0,1,0,0,0,0,0
970,等等，等等，捧比亚迪等于打压其他新势力？？？？捧特斯拉的时候你可没这么说啥意思？,0.009056055,0,1,0,0,0,1,0,0
971,等了40天，还没提车！,0.113759462,0,0,1,0,0,0,0,0
972,等雷军,0.5,1,0,1,0,0,0,0,0
973,等我有钱了，等它服务好点了再买吧！,0.077696624,0,1,0,0,1,0,0,0
974,等小米汽车出来在看，估计黑稿满天飞,0.457865887,0,0,0,0,1,0,0,0
975,等有钱我就换个唐太好看了,0.023174265,0,1,1,0,0,0,0,0
976,低成本 快速交付,0.691255372,1,0,1,0,0,0,0,0
977,低端车,0.512409498,1,0,1,0,0,0,0,0
978,低配15万起可以考虑。高配不能超过25W.,0.298981763,0,0,1,0,0,0,0,0
979,低碳环保,0.032812365,0,1,1,0,0,0,0,0
980,滴能水军！,0.50951717,1,0,0,1,0,0,0,0
981,迪吹,0.032812365,0,1,1,0,0,0,0,0
982,迪吹，说说比亚迪为啥爱生锈呗,0.000657851,0,1,1,0,0,0,0,0
983,迪吹还有五秒到达战场,0.497861824,0,0,1,0,0,0,0,0
984,迪粉们喜欢的是，比亚迪从一个穷小子蜕变成国产一哥的励志故事，逆袭的剧情让大家感觉很爽。新势力就像用钱包装出来的富二代，自己没本事就别嫌有人吐槽，能赚钱就行其实不丢人。,0.909697163,1,1,0,0,0,1,0,0
985,诋毁的人往往比声张正义的多得多,0.149177231,0,0,1,0,0,0,0,0
986,底盘、悬架、车身结构及用料也看看呀，内饰那些都是虚的,0.026569741,0,1,1,0,0,0,0,0
987,底盘操控性怎么样，尤其是高速时候,0.753450927,1,0,0,0,0,0,0,1
