,评论,得分
922,好高级,0.373134328
923,好好的活着就是幸福,0.095984278
924,好好好好好好好好好好,0.095984278
925,好好好好好好好好好好好好,0.095984278
926,好家伙 开个车门也叫缺点,0.560253954
927,好纠结啊，现在就在对比Y和001，更想要极氪的舒适，又怕没有特斯拉舒适,0.095984278
928,好久不见,0.261318952
929,好看,0.380553413
930,好看,0.380553413
931,好嘛，我想加个塞然后特斯拉给我掰回去？,0.248485823
932,好漂亮的车,0.882882936
933,好漂亮呀,0.899665552
934,好是好，就是刹不住,0.094043952
935,好像都不是缺点，而是挑刺。,0.048578779
936,好像一款 只有办个方向盘,0.298285897
937,呵呵，博流量,0.23082834
938,合资车10万，国产车几万然后便宜？,0.247776306
939,和老婆打了一架，她要买特斯拉，我要买比亚迪，最终我妥协了，换了个老婆,0.833717226
940,和面包车体验一样一样的,0.90888197
941,和上一个东北的特斯拉车主说的一模一样的话。,0.054869763
942,和司机抢方向盘的车都存在安全隐患,0.257172308
943,和中肯，和比亚迪宋对比如何,0.942591067
944,核心的东西还是得特斯拉,0.915998936
945,黑龙江就一个充电桩？？？,0.380553413
946,黑龙江你买什么电车，就像在海南买羽绒服,0.972878856
947,黑猫平均12个电 这个15个 厉害了,0.013439643
948,黑屏死机后，不要闹心，慢慢等，它总会重启的,0.368722654
949,黑屏遇到过三四次。一年了。最受不了就是悬挂硬，简直像拖拉机。过个减速带，都不如十万的车。,0.000211665
950,黑色好还是红色好？好想买红色,0.263807181
951,黑颜色贴磨砂黑好看吗,0.380553413
952,很多单位及小区都禁止入内了，还特什么拉,0.093004572
953,很多地方都进不去，买了后悔,0.045148506
954,很多国产车都标榜特斯拉 造车也对标特斯拉 踩特斯拉 可以肯定车是好车,0.203773772
955,很好，我给8.8分,0.667593072
956,很好奇的想知道显示屏标的公里数实际跑时能跑那么远吗,0.263807181
957,很简单，假如最新的iPhone 3k一台你们买不买,0.380553413
958,很难想象速度与激情如果不小心开了一辆这种车该多难受,0.401280926
959,很神奇，只有特斯拉的车机屏幕死机，其他1000万辆国产新能源的车机屏幕就不会死机，国产质量真是杠杠的！,0.368722654
960,哼，你头顶不热吗？,0.151977423
961,红旗的那辆EHS9，前劳斯莱斯设计师设计的，第一次见震撼到我了，太大气了。 可惜是个电动车，太可惜了，那辆车如果是个油车，红旗牌面一下就上来了。,0.069915724
962,后备箱板下的巨大的储物箱，差点吓一跳,0.003312175
963,后备箱比座椅空间还大,0.219723407
964,后备箱大空间是给你远行放备胎的,0.058337998
965,后备箱那么大为什么不给后座大点空间,0.070317244
966,后轮碰擦那是技术问题，前轮碰擦完全是由于特斯拉的大屁股造成的。等你以为车身直了，碰巧又紧贴马路牙子，那恭喜你的前轮百分百挂了,0.030425212
967,后排多功能桌板带无线充了解下,0.516802462
968,后排多功能桌板带无线充了解下,0.516802462
969,后排能舒服点就好了，毕竟需要一家人用车,0.646584087
970,后排长度好像宝马3,0.59771799
971,后排这种小平板賊难受,0.54966945
972,后排中间没头枕，坐一会要难受,0.368722654
973,后排坐垫太短 其他的都还好,0.54966945
974,后排坐着不舒服，干嘛不买3？,0.54966945
975,后排座位确实不舒服,0.83642484
976,后排座椅不是大问题，一两千从新做一下,0.834342978
977,后排座椅太短了，长时间坐很累,0.594866476
978,后视镜,0.45533549
979,后视镜盲区，抢过我的方向盘,0.510520066
980,后轴还爱折,0.380553413
981,后座能平放吗？,0.21944878
982,后座已经加长了,0.818126744
983,胡说，你这个是老款，你说的这些全都改了，还降价了很多,0.031313871
984,胡说八道，，我标续航Y，冬天至少也得280公里，你怎么开的？请问,0.008104316
985,华为:手机和车过于高性价比不利于有逼格,0.359941793
986,华为AITO，请您来试驾我在济南经四路万达华为等您,0.356884432
987,华为电车 了解一下,0.951938312
988,话太多了,0.33582061
989,欢迎大家,0.263807181
990,缓行模式不能开？ 非要用单踏板,0.54966945
991,换20寸轮毂比较合适,0.416593777
992,换比亚迪汉吧,0.312824876
993,换成英特尔更省电,0.083840778
994,换电池是不是免费的？,0.237638523
995,换电池需要10万,0.262696499
996,换了,0.277404922
997,换套避震,0.371646487
998,回能多一个选项开关而已，就是不给开，其他都接受这点不可接受。,0.255101407
999,会不会自动撞车,0.138139537
1000,火箭都能造，你给我说造不了刹车,0.263807181
1001,霍，这车真辣鸡，我准备提一台帮你分忧，不客气～,0.638217176
1002,机关单位为啥不让买特斯拉,0.011607898
1003,鸡蛋里挑骨头啊,0.421239841
1004,吉利，奇瑞，比亚迪了,0.420954446
1005,几何A开了十多万公里 屏幕确实没死过机,0.90888197
1006,几块、,0.372623574
1007,几年以后换电池得几万？,0.218720734
1008,几十万价值在那 两三万可以考虑,0.263807181
1009,几台车够星链里的一颗卫星？,0.492952656
1010,记得是二年前，推算最便宜能到17左右。,0.893404951
1011,技术不行说不行,0.109995267
1012,技术垃圾怪车？,0.209995267
1013,技术是好，但车部分不太适合在中国，他们也不设计个适合在中国区的车，唉,0.708010113
1014,既然不喜欢的话就抽了吧,0.476713547
1015,加个仪表盘就完美了,0.263807181
1016,加速快还不好吗？超车快可以节省时间，免得被别人堵在后面，慢慢的跟别人车的后面，干着急，,0.215358683
1017,加速世界像可持续能源改变 希望年后去特斯拉工作,0.380553413
1018,家里本来都定毛豆y了 硬生生被我劝成es6了 空间别的不说 单踏板先不说难受 对于油车和电车换着开的家庭来说实属是安全隐患了 其次特斯拉保费涨的就离谱 这个月刚提的es6保险才7k,0.035202425
1019,家里有两辆车的，油车+电车，电车真香，家里只有一辆电车的，电车真恶心,0.999983634
1020,家里有一台电车理想35左右买的 这特斯拉如果真19w 家里也同意毕业给我买一辆,0.976268892
1021,假如特斯拉降到15万，最先下单的是那些喷子你们信不信。,0.024210491
1022,价格对比这内饰 ……我就接受不了,0.560973227
1023,价格确实是很香 但是有些地方不让进,0.427436139
1024,驾驶技术不行的话，只能靠全自动驾驶了,0.109995267
1025,驾驶体验太好了,0.90888197
1026,驾校的车这么牛逼就好了,0.263807181
1027,尖端的技术,0.430228674
1028,间谍车打死不卖,0.095578899
1029,减速带让你过着舒服 ，还有警示效果吗？我觉得特斯拉减震挺舒服的,0.957862839
1030,简单都能说成优点,0.443102338
1031,简单竟然是优点,0.313442385
1032,简单也是优点了,0.018623802
1033,简陋的内饰,0.171601577
1034,建议，如果家里并不是特别需要换车买车的，就再等等，,0.602654121
1035,建议tsl搞个手刹,0.057072711
1036,建议把屏幕也去掉 更加简单,0.054869763
1037,建议都买国产车，我买特斯拉,0.054869763
1038,建议买3就行了,0.054869763
1039,讲的好,0.64399093
1040,讲的一塌糊涂完全不认同,0.051860848
1041,讲讲招回事件，用消费者生命去做测试。。。,0.018623802
1042,讲真的，这个悬挂不是“硬”，是疼！,0.070606513
1043,降不到的,0.203916707
1044,降不降吧 反正我是只考虑国产的 我反正近7 8年买东西都是国产,0.027906884
1045,降成这样也不是为了消费者买得起是为了扩大特斯拉市场让他的车卖的更多现在国产电车越做越好了不降价没办法,0.069915724
1046,降到10万,0.314091443
1047,降到12w就搞一辆！,0.082245411
1048,降到15就真的不是口头支持了,0.54966945
1049,降到20以内，可太香了,0.113779401
1050,降到十万 我拿脚刹都可以,0.141861253
1051,降到十万刹不住我用脚刹,0.013779341
1052,降到我能买的起。我才能买,0.193934196
1053,降价的部分从软件（空调等）收取,0.029558374
1054,降价会不会减配,0.54966945
1055,降价了,0.54966945
1056,降价了那些高级知识份子岂不是觉得没面子了,0.54966945
1057,降是降了，你修一个试试,0.017615502
1058,降五万就香了,0.421793394
1059,交通事故，特斯拉占5%，关于事故新闻，特斯拉占95%,0.967323512
1060,脚垫好看,0.307247059
1061,脚垫太……,0.086231756
1062,轿车都造不好，还造皮卡，卡车，丢人现眼 特斯拉今天怎么对我，明天就怎么对你们！,0.002448202
1063,接受不了 失控 刹不住车 林志颖给的教训,0.099185309
1064,接受不了安全不过关,0.380553413
1065,接受不了单踏板，晕车,0.368722654
1066,接受不了动力回收..差点被追尾,0.102498438
1067,接受不了他的暗中监控,0.048121632
1068,接受不了他的贵 .其他都完美,0.825717554
1069,接受不了他开了就起火,0.358868036
1070,接受不了他烧人,0.270244374
1071,接受不了它刹车失灵,0.163596363
1072,接受不了特给美军,0.824114649
1073,接受不了特斯拉刹车失灵！千万不要买,0.141004194
1074,接受不了新能源,0.368722654
1075,捷豹也司机,0.017615502
1076,解释一下两死三伤,0.116996835
1077,我在吉林市买的比亚迪不到一年，在高速上出现碰撞事故，气囊一个都没爆，多次联系售后，迟迟不给解决，难道你们真把我们的生命当儿戏吗？一想到比亚迪当质量和产量发生冲突时，你是选择的啥呀！,0.16062969
1078,今年49，抓紧时间，明年就不适合了,0.994598838
1079,今日降五千，明日降一万，然得一夕安寝，起视四境，而秦兵又至矣。,0.987696317
1080,今天才知道，汽车还能跟人抢方向盘，那车祸？,0.812668805
1081,今天刚定,0.380553413
1082,今天刚买,0.480970473
1083,今天高速上，刚看到一辆特斯拉追尾大货车，估计人已经挂了！,0.060435591
1084,今天林志颖在桃园市，撞上分离岛，整辆车马上起火，现在生死未明,0.099959907
1085,今天南宁凤岭那里路上也有一台林志颖同款特斯拉也是装那个装牌子柱子上了,0.027363918
1086,今天去印象城看到很多特斯拉排队充电，不知道去停车库充电收停车费不,0.010152701
1087,尽量买特斯拉吧，这样有利于国产的奋斗，就像专家说年轻人工资低利于奋斗,0.399979191
1088,尽量买特斯拉或者别的合资品牌新能源吧，这样有利于国产的奋斗，就像专家说年轻人工资低利于奋斗,0.997930799
1089,尽量买特斯拉或者别的合资品牌新能源吧，这样有利于国产的奋斗，就像专家说年轻人工资低利于奋斗,0.997930799
1090,紧急情况怎么不自动刹车,0.174091089
1091,进不来我单位,0.054869763
1092,进不了医院,0.290950059
1093,进不去医院,0.280265514
1094,近40万，bba不比它好？,0.015
1095,禁止入内,0.105727206
1096,静安大融城极星空间开业了 试驾体验特别好 操控感十足,0.996918232
1097,就冲出事后商家的态度就不能买,0.054377583
1098,就冲着那个座椅跟那个动能回收我都不去买它，因为腿比较长，普通车的座椅才刚刚好，他的这个更短估计只有一个屁股碰到的其他的都是悬空的，动能回收跟急刹车一样,0.028087012
1099,就担心刹不住。,0.12579296
1100,就等降价了,0.54966945
1101,就电车来说，特斯拉是最好的了,0.988229165
1102,就和当年人手一双yeezy一样，yeezy一开头也不影响李宁安踏卖的贵，当然我也不买椰子了，不能买这么便宜的,0.698079782
1103,就你懂,0.052303523
1104,就你们这些大网红喜欢要是国产的怕是早就被你们这些所谓的网红喷没了,0.087568027
1105,就怕车有自己的想法,0.052303523
1106,就怕一个刹车人没了,0.330248566
1107,就是车顶玻璃，太热太晒,0.088523751
1108,就是电机好呗，其他都不行,0.105254605
1109,就是个车,0.482889734
1110,就是技术问题，别狡辩,0.01510242
1111,就是那个经常刹车失灵的是吧怪不得叫他死了这车名字,0.059292601
1112,就是刹车不太好,0.299207543
1113,就是刹车容易失灵,0.152585419
1114,就是商业模式的区别。蔚来理想做品牌，特斯拉做终端。马斯克铺设完终端，可以利用软件赚钱，制定行业规范,0.419336631
1115,就是要打压比亚迪,0.419851308
1116,就是因为AMD所以买了特斯拉,0.308362094
1117,就算2点几加速.在城里飙车？,0.095842787
1118,就算林正英来开，都要一手扶方向盘,0.57851324
1119,就算一百万的特斯拉我都觉得只是20几万的车，在我眼里特斯拉就是20几万的电动车,0.313315717
1120,就外面下着雪这种情况，你敢说百公里15度电？,0.057407701
1121,就问，同价钱，特斯拉好还是国产电车好。,0.93537919
1122,刹得住吗？,0.371273172
1123,就我觉得外观很难看么？,0.052303523
1124,就喜欢特斯拉…觉得它哪哪都好哈哈哈哈哈哈哈哈,0.052303523
1125,就像飞机失事人人知道车祸这么多没人关注，人怕出名猪怕壮,0.981065054
1126,就像油车车主不懂电车。,0.972382863
1127,就悬挂就接受不了了,0.213570178
1128,就一句刹车失灵，白送我我也不自己开,0.021246095
1129,就因为这后排和动能回收，所以我买了ix3,0.099129643
1130,就这还梦想，垃圾,0.586381891
1131,就这几条硬伤，也值得买？,0.052303523
1132,居然没出事,0.330248566
1133,居然没有提那抽筋般的雨刮.,0.052303523
1134,决定了，就买这个了,0.052303523
1135,决定了，买不起。等到20万以内才能有计划,0.203773772
1136,决定买不起,0.25
1137,决定买了，就是还差30来万,0.179075707
1138,决定买了，那么钱去哪里拿呢,0.284602698
1139,觉得缺点挺大啊,0.018623802
1140,觉得优点没说到点子上，前备箱，不用带钥匙，舒适进入等等，你说的缺点也都不是缺点哇,0.128514914
1141,绝对不值得买，因为车的质量导致出的事故太多,0.015
1142,卡机，夏天晒人干，底盘颠簸，内饰简陋，还可能间接给马斯克星链投钱制裁我央央大国，给个理由我去买吧,0.022505251
1143,卡钳颜色是喷的么？,0.035179129
1144,开车还看倒车影像？怎么好意思说自己是说车的。,0.426075851
1145,开车就是要集中注意力,0.052303523
1146,开车时一定要注意安全行驶,0.426824166
1147,开车真不你这样,0.052303523
1148,开车坐垫短了，腿不舒服,0.052303523
1149,开到现在还在讨论这个问题 无语,0.542234449
1150,开的人爽，坐的人晕,0.176813711
1151,开过的，都知道香,0.315612204
1152,开过他，老公的油车，没再碰过，连他自己都不愿意碰了丢给我哥开了,0.001844143
1153,开过一次 感觉心脏被吸进座椅里了,0.359941793
1154,开过一次 他的动能回收贼恶心 只能说我没开习惯,0.000273978
1155,开过一次，过弯方向盘抖的厉害,0.101231487
1156,开过一段时间特斯拉，大城市开的话续航没有感觉到不方便，缺点就是地盘硬，噪音大，座椅头枕特别不舒服，其他的都特别满意,0.089624445
1157,开空调挺凉快的，就是费电。,0.135915679
1158,开了10年油车的我表示一两天就适应了动能回收,0.029329104
1159,开了MY以后，开油车忘记放手刹开了一路。我去,0.90888197
1160,开了Tesla就回不去了 说好我一个开 结果老公成天霸着 Sienna又成了我的专车,0.276456719
1161,开了半年y了，真的香,0.336436214
1162,开了半年一万公里，现在车在服务中心，电池冷冻液漏水了一个星期了也没有代步车，服务中心就会推卸责任。,0.00228009
1163,开了接近三万多公里了，你说的这些大部分都没,0.248755938
1164,开了老板的特斯拉，我有个疑问，万一中控大屏出了问题，这个车还能开不？,0.637266088
1165,开了一年，蔚来真的不推荐,0.471301808
1166,开了一年了挡光板的塑料膜还没撕，看来小姐姐应该没坐过,0.100219433
1167,开了一万一千多的Y，去年七月提车。你说的问题大部分没有，比如所谓异响，黑屏死机等。我只补过一次右后胎，我属于开的很猛的那种，不知道你怎么整天爆胎这个那个的…要么你开的是定制特斯拉，要么就是人的问题。,0.368722654
1168,开了以后确实好开,0.462520098
1169,开门方式也要吐槽……,0.061463319
1170,开门显智商,0.272248376
1171,开啥车都一样，安不安全还是靠自己,0.052303523
1172,开特斯拉的车主们现在开车上路是不是瑟瑟发抖,0.762729033
1173,开特斯拉的基本不用坐着开车 站着就行啊,0.052303523
1174,开特斯拉的人才是有钱人。咱老百姓辛苦赚点钱都想买一辆性价比高的车。而特斯拉车主不这么想，人家就是玩，追求新鲜感，浪费点钱人家不在乎。,0.918977116
1175,开特斯拉就是自我感觉良好,0.36026294
1176,开特斯拉你要接受他失灵撞电线杆子的缺点，你才能开得起，你才配拥有,0.018623802
1177,开特斯拉要戴头盔,0.052303523
1178,开特斯拉要命！！！！,0.045578815
1179,开完YP 开不了油车了,0.017615502
1180,开习惯了挺舒服的，,0.052303523
1181,开这个车考驾照牛波一,0.052303523
1182,开这玩意儿感觉根本不需要刹车。。。那些说刹车失灵的不知道咋搞失灵的。。。,0.001716385
1183,开着头晕,0.057156721
1184,看不懂,0.4258139
1185,看不起特斯拉对消费者的态度,0.380586191
1186,看不上特斯拉,0.387802338
1187,看不上这车、我唯一能考虑这车的亮点只有自动驾驶、当备用车或者玩具车还行,0.075900678
1188,看到地图就放心了,0.052303523
1189,看到国产车的车机广告，人都要窒息了,0.250544735
1190,看到林志颖驾驶特斯拉出事故起火,0.052303523
1191,看看20222款的比亚迪汉和唐 别说这个， 就算 BBA都不会再看一眼，中国制造已经势不可挡,0.052303523
1192,看了X3，Q5，GLC。最后选了特斯拉…. 明天提车Y,0.354788651
1193,看了你的视频，坚决不买特斯拉。,0.054869763
1194,看起来是物理按键实际是电子传感器,0.052303523
1195,看完决定买蔚来,0.052303523
1196,看完决定再等等，然后再看,0.052303523
1197,看完了！不买,0.052303523
1198,看完了， 不买……,0.052303523
1199,看完了，觉得不错，买不起，看下一家,0.052303523
1200,看完了，没钱买,0.308560219
1201,看完了，去买比亚迪了,0.052303523
1202,看完我还是决定买蔚来，价位档次不一样,0.052303523
1203,看完之后，还是决定买了,0.052303523
1204,看完之后我选择了岚图,0.052303523
1205,看完自己余额，我决定不看了,0.052303523
1206,看我的座椅,0.359941793
1207,看乌克兰基辅直播，燃油车都跑了特斯拉还TM的在排队充电。,0.052303523
1208,看这个,0.052303523
1209,看着就漂亮大气,0.99243148
1210,考驾照的车要是特斯拉就好了,0.380553413
1211,靠，不会开车门也算缺点？,0.048578779
1212,靠，不怕死就开,0.191571035
1213,科目二还没过就开始给我推荐特斯拉了,0.380553413
1214,科三都没考的我又又又刷到了,0.368145989
1215,可不可以关掉动能回收,0.014152546
1216,可见特斯拉最开始利润有多高,0.316418917
1217,可能！,
1218,可能就是它把林志颖的方向盘抢走了，所以林志颖就出事故了。,0.359941793
1219,可是它没有刹车啊,0.5
1220,可维修性为0,0.052528234
1221,可以调能量回收，晕死了,0.017166874
1222,可以换缓行模式,0.54966945
1223,可以进医院嘛,0.437597847
1224,可以入,0.440690151
1225,客观的说全景天窗不晒比贴了威固还防晒,0.90888197
1226,肯定安全啊 单位都不让进,0.152353004
1227,肯定不买怕鬼,0.32655665
1228,坑爹的一种车。一辆普通电瓶车，值二十万吗！五万还差不多！不卖，死驴拉！名字太不吉利！,0.028626903
1229,空间太小了吧,0.354071434
1230,酷炫崭新,0.991489474
1231,夸张了我哥，不热真的不热,0.03689541
1232,快了快了,
1233,快四个月了，马上九千公里,0.337048266
1234,垃圾！没开过我之前还向往，开完真垃圾！,0.203773772
1235,垃圾车,0.108962084
1236,垃圾车那么多失控特斯拉赶紧扔了,0.011182549
1237,拉倒吧 很多人的梦想，垃圾,0.429141459
1238,拉倒吧还缺点，你是没想过那些真喜欢这台车的，努力挣钱买的，让你说的一文不值,0.323772411
1239,拉拉车,0.39451142
1240,拉手要是电动的就完美了,0.359941793
1241,来，了解一下,
1242,来，你跟我说一下：东北零下二十几度，放一宿……能续航多少公里,0.166916829
1243,来看车遥不可及的梦,0.380553413
1244,来我的抖音看看紧急制动的效果，md,0.068185552
1245,蓝牌特斯拉才牛逼这几天高速看到好几辆,0.263807181
1246,蓝牌特斯拉如何？,0.473767218
1247,老板 我只好奇一年4万公里你现在充满电后变显多少公里,0.91693345
1248,老韩发际线没变呀,0.263807181
1249,老韭菜,0.373253315
1250,老美的科技有太多地方值得学习！,0.988746859
1251,老年很多买s和x的,0.867113262
1252,老鼠车,0.235228947
1253,老司机没有看中控的习惯，都要提醒自己看中控，我爸上次开就像一个憨憨一样,0.916938343
1254,当年100万的 现在还是890万 model s x,0.903315352
1255,借我20万买个特斯拉,0.472172058
1256,特斯拉model3跟比亚迪的长续航海豹。哪个好一些。,0.916991294
1257,了解一下特斯拉,0.5
1258,了解一下马斯克的星链计划再说买不买吧、,0.183927004
1259,了解一下星盾,0.5
1260,冷知识，隔着玻璃晒太阳不会黑,0.018623802
1261,里面坐着一点都不舒服,0.380553413
1262,理念是对的 但是电瓶车几百成本 特斯拉超过三个w就配不上,0.42997044
1263,理想L9还是Y呢？,0.547779847
1264,理想确实好开,0.66919356
1265,连虎小叔同行都叫不醒同行，参谋长你还有什么资格帮消费者。,0.038030264
1266,连云港特斯拉路过,0.263807181
1267,两边都有特斯拉会不会飞起来啊,0.34038333
1268,两弹一星研究员80了都买这车,0.399896909
1269,两个车分别改的什么颜色？,0.275952799
1270,两个充电口是……?,0.234130778
1271,两万块，能玩玩。十万以上不考虑,0.380553413
1272,林正英开这车都得摇两下铃铛才敢开火,0.007639584
1273,林志颖,0.071229845
1274,林志颖,0.071229845
1275,林志颖,0.071229845
1276,林志颖 是不是被它抢了,0.071229845
1277,林志颖 特斯拉着火了,0.071229845
1278,林志颖：0分！0分！0分！！！,0.42621599
1279,林志颖：我谢谢你,0.071229845
1280,林志颖被这个功能差点弄死,0.017615502
1281,林志颖飙车了吧,0.357840679
1282,林志颖表示打0分,0.071229845
1283,林志颖车祸，特斯拉到现在还没发生,0.930706807
1284,林志颖出车祸开的好像是特斯拉吧,0.071229845
1285,林志颖出车祸开的就是特斯拉,0.071229845
1286,林志颖出事有人在旁边救出来了。我怕我出事，旁边没人连火葬费都省了。,0.141815005
1287,林志颖打几分 我就打几分,0.071229845
1288,林志颖都开不了,0.071229845
1289,林志颖刚刚出事了,0.071229845
1290,林志颖告诉你们，买电动车送骨灰盒，有备无患，烧后装盒方便快捷,0.016341731
1291,林志颖驾驶特斯拉出事故起火,0.071229845
1292,林志颖绝对不会买了,0.071229845
1293,林志颖开特斯拉出问题了，刺激,0.725468357
1294,林志颖开特斯拉肇事着火之后车门打不开，被路人破窗救出来后，现在已经不敢再动特斯拉了,0.088323037
1295,林志颖开特斯拉肇事着火之后车门打不开，被路人破窗救出来后，现在已经不敢再动特斯拉了,0.088323037
1296,林志颖开特斯拉肇事着火之后车门打不开，被路人破窗救出来后，现在已经不敢再动特斯拉了,0.088323037
1297,林志颖开着车差点没命了,0.278176481
1298,林志颖事件专家说了虽然电车比油车容易起火，大家开电车也不用担心，记住几点：1.不充满 2.要快跑 3.不灭火 4.用慢充 5.不昏迷。,0.999137828
1299,林志颖是开这个车撞的吗,0.071229845
1300,林志颖说特斯拉确实安全！,0.071229845
1301,林志颖说这车好开到爆炸,0.357648626
1302,林志颖喜欢开,0.071229845
1303,林志颖摇了摇头，什么也没说,0.027736623
1304,林志颖在警示……,0.071229845
1305,林志颖怎么了,0.071229845
1306,林志颖这辈子都不敢开特斯拉了，你们敢不敢,0.166457751
1307,林志颖这种专业车手也驾驭不了特斯拉,0.071229845
1308,林志颖作为赛车手都驾驭不了！,0.018623802
1309,临牌还挂着，就敢说一年是开了4万公里的老车主。太不严谨了,0.123983786
1310,灵魂是自动驾驶,0.359941793
1311,零分,0.411724335
1312,另外，性能车永远没有舒适这一选项，如果有，那是影豹,0.98572368
1313,六十多万的时候我还骂他,0.318994205
1314,楼主有群吗,0.263807181
1315,陆地“星链”,0.473767218
1316,路不平来悬挂硬,0.049784819
1317,路冲你会玩吗,0.380553413
1318,轮毂的伤和晕车看来还是博主的驾驶问题,0.54966945
1319,轮毂都容易被蹭,0.573451491
1320,轮毂是真的容易被蹭，和技术无关，除非每次倒车都小心翼翼的,0.388622964
1321,轮胎？？？你确定？？？我的另万多公里好好的！轮胎一点没事,0.084302464
1322,轮胎可以只换一个吗？,0.23082834
1323,落地42,0.933630593
1324,妈耶，87年的得赶紧买啊。要不就用不了了,0.256714802
1325,麻烦大家给我推荐价格在150万到260万之间的车，动力3.0T以上，外观好看，颜色靓丽，内饰最好是全真皮的，手工内饰打造的，带全景天窗，最好是跑车，有认识的推荐我几款。 我要做桌面壁纸，谢谢,0.999790197
1326,马上律师函就来了,0.88457032
1327,马斯克：“中国人喜欢买我的车配置高大上，来送波年终福利，里面看不到的地方可以省点，降价送车壳，开上它老牛逼了，随时1秒破百不用踩刹车,0.996890197
1328,马斯克把车造便宜的理念很好,0.86383615
1329,马斯克可不是一个一心为人类的人，就算是为人类也是首先为美国制霸提供强有力的支持，让美国再度稳稳制霸成为他的基石后才做些什么。用特斯拉盈利，为美国建设星链打击全世界任何美国认为有威胁的国家！……,0.209995267
1330,马斯克可不是一个一心为人类的人，就算是为人类也是首先为美国制霸提供强有力的支持，让美国再度稳稳制霸成为他的基石后才做些什么。用特斯拉盈利，为美国建设星链打击全世界任何美国认为有威胁的国家！……,0.209995267
1331,马斯克可不是一个一心为人类的人，就算是为人类也是首先为美国制霸提供强有力的支持，让美国再度稳稳制霸成为他的基石后才做些什么。用特斯拉盈利，为美国建设星链打击全世界任何美国认为有威胁的国家！……,0.209995267
1332,马斯克说，能搞续航1000公里的，但是说没必要，太无聊，天天开车，无聊，不符合人体工学，设计缺点是有原因的，明白吗？,0.041942641
1333,马斯克这是要干嘛，车价太便宜不利于年轻人奋斗啊。不懂吗,0.399979191
1334,玛莎拉蒂 置换特斯拉 诚心,0.127358307
1335,买！太好了,0.956007308
1336,买！太好了,0.956007308
1337,买！太好了,0.956007308
1338,买！太好了,0.956007308
1339,买！太好了,0.956007308
1340,买！太好了,0.956007308
1341,买！太好了,0.956007308
1342,买！太好了,0.956007308
1343,买！太好了,0.956007308
1344,买！太好了,0.956007308
1345,买！太好了,0.956007308
1346,买！太好了,0.956007308
1347,买！太好了,0.956007308
1348,买！太好了,0.956007308
1349,买！太好了,0.956007308
1350,买！太好了,0.956007308
1351,买！太好了,0.956007308
1352,买！太好了,0.956007308
1353,买！太好了,0.956007308
1354,买！太好了,0.956007308
1355,买 必须的。没有同级别的竞争对手,0.93358952
1356,买不起,0.25
1357,买买买,0.380553413
1358,买 你借我钱,0.284602698
1359,买！太好了,0.456007308
1360,买，就是要等的时间太长了,0.384310925
1361,没钱。价格太高，垃圾,0.203773772
1362,价格太高，垃圾,0.12280597
1363,买啊,0.508696586
1364,买吧，开吧，挺智能的，就是不经撞，一撞就……,0.993780974
1365,买吧。早买早出事，全村开party,0.263807181
1366,买呗 到时候刹不住撞半死的时候别发网上博同情这那的 自己喜欢被坑了自己受着,0.186308386
1367,买奔驰宝马不香吗,0.263807181
1368,买比亚迪,0.511967282
1369,买不买,0.015
1370,买不起,0.25
1371,买不起,0.25
1372,买不起,0.25
1373,买不起,0.25
1374,买不起,0.25
1375,买不起,0.25
1376,买不起，我就看看,0.25
1377,买车不到一个月就卖了，你说的缺点都中了。,0.172822653
1378,买车首选油车，非要电车就买特斯拉,0.99851888
1379,买纯电，这个价格，我买极氪,0.324581394
1380,买的时候还没有这款式,0.263807181
1381,买电动车就是在交智商税,0.061275125
1382,买飞机。随便整,0.115288193
1383,买个der,0.463602109
1384,买个Q玩玩。,0.380553413
1385,买个丐版的玩玩就好了,0.380553413
1386,买个普通版的,0.263807181
1387,买还是不买,0.337309903
1388,买还是不买呢？,0.337309903
1389,买后驱动版还是高性能版？,0.834829797
1390,买极狐,0.890142453
1391,买蓝牌特斯拉的车主想法很简单，国内首批纯电车，早买早享受嘛，晚买享折扣，再说了那批人也不缺那一百w,0.998883774
1392,买了,0.508696586
1393,买了不能去医院,0.263807181
1394,买了就后悔,0.182820487
1395,买了科三直线不用练了,0.380553413
1396,买了蔚来，开开还行，续航打6.5折左右，换电挺香的。特斯拉内饰无法接受，别的挺好的。,0.97042384
1397,买了一个电踏板,0.54966945
1398,买了一年，真香。家里的保时捷也不开了。,0.274162274
1399,买买买,0.380553413
1400,买买买,0.380553413
1401,买买买,0.380553413
1402,买买买,0.380553413
1403,买跑车不颠吗？,0.846914852
1404,买汽油车，都是三大件好就行，买电车更容易，电池跟电机能耗优秀就行,0.949036673
1405,买特尸拉棺材几？,0.559270805
1406,买特尸拉棺材几？,0.559270805
1407,买特斯拉,0.482447787
1408,买特斯拉,0.482447787
1409,买特斯拉的都是狠人，连自己都不放过,0.22134021
1410,买特斯拉的都是狠人，连自己都不放过,0.22134021
1411,买特斯拉的都贼有钱，降价是好事，反正他们又不心疼，到哪都有人说，特斯拉你们没买的买得起吗,0.009772879
1412,买特斯拉记得给自己和家人买份人身保险,0.263807181
1413,买特斯拉就是资敌,0.263807181
1414,买特斯拉看看我的视频，特斯拉太垃圾。,0.109995267
1415,买特斯拉小命不保,0.341760695
1416,买完了,0.64749257
1417,买小鹏,0.482447787
1418,买一个送我,0.015
1419,买这车的，是没开过车的或是没车标的,0.013263993
